element,position,is_captain,is_vice_captain,multiplier,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,total_points,in_dreamteam,id_x,total_assists,total_bonus,total_bps,total_clean_sheets,total_creativity,total_goals_conceded,total_goals_scored,total_ict_index,total_influence,total_minutes,total_own_goals,total_penalties_missed,total_penalties_saved,total_red_cards,total_saves,total_threat,total_yellow_cards,added,chance_of_playing_next_round,chance_of_playing_this_round,code,draft_rank,dreamteam_count,ep_next,ep_this,event_points,first_name,form,total_in_dreamteam,news,news_added,news_return,news_updated,points_per_game,second_name,squad_number,status,total_total_points,web_name,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,element_type,team,element_id,element_count,singular_name,singular_name_short,plural_name,plural_name_short,entry_id,entry_name,id_y,joined_time,player_first_name,player_last_name,short_name,waiver_pick,game_week
549,3,False,False,1,45,0,0,0,0,0,0,0,0,0,0,0,5,7.2,0.0,4.0,1.1,1,False,549,0,3,255,4,51.0,12,1,46.0,293.0,1203,0,0,0,0,0,115.0,1,2020-09-25T11:40:07.246706Z,100.0,0.0,149915,493,0,,,0,Diego,2.2,False,,2021-05-21T10:30:25.888373Z,,,3.3,Llorente,,a,50,Llorente,236,93,340,114,267,82,301,100,2,10,2,246,Defender,DEF,Defenders,DEF,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,37
156,4,False,False,1,90,0,0,1,0,0,0,0,0,0,0,1,27,29.6,0.1,2.0,3.2,7,False,156,1,13,649,11,87.5,43,3,112.4,797.2,2989,0,0,0,0,0,239.0,4,2020-08-13T09:27:16.868157Z,100.0,100.0,106611,282,0,,,0,Michael,4.2,False,,2021-04-23T23:00:17.234660Z,,,3.6,Keane,,a,127,Keane,20,2,292,83,163,28,112,20,2,7,2,246,Defender,DEF,Defenders,DEF,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,37
375,5,False,False,1,90,0,0,0,2,0,0,0,0,0,0,0,5,9.2,4.2,6.0,1.9,1,False,375,3,7,498,9,262.2,41,0,107.5,497.6,2646,0,0,0,0,0,316.0,4,2020-08-13T09:27:17.128371Z,100.0,100.0,158534,522,0,,,0,Kyle,1.8,False,,2021-04-08T13:30:23.690691Z,,,3.1,Walker-Peters,,a,93,Walker-Peters,133,50,159,35,121,14,125,25,2,16,2,246,Defender,DEF,Defenders,DEF,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,37
322,6,False,False,1,90,0,0,1,0,0,0,0,0,0,0,0,18,16.2,43.6,1.0,6.1,3,False,322,5,5,226,3,412.0,22,0,73.8,225.8,1347,1,0,0,0,0,101.0,2,2020-08-13T09:27:17.065221Z,100.0,100.0,56983,295,0,,,9,Matt,5.2,False,,2021-04-30T10:00:27.308249Z,,,2.9,Ritchie,,a,52,Ritchie,275,115,83,57,284,141,224,109,3,14,3,295,Midfielder,MID,Midfielders,MID,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,37
339,7,False,False,1,90,0,0,1,0,0,0,0,0,0,0,0,12,7.8,16.0,10.0,3.4,3,False,339,2,8,367,5,446.3,48,4,132.5,452.6,2426,0,0,0,0,0,425.0,3,2020-08-13T09:27:17.085536Z,100.0,100.0,179018,92,0,,,3,Miguel,2.5,False,,2021-02-27T23:00:25.662897Z,,,2.9,Almirón,,a,97,Almirón,161,61,71,51,87,50,83,50,3,14,3,295,Midfielder,MID,Midfielders,MID,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,37
203,8,False,False,1,90,0,0,1,0,0,0,0,0,0,0,0,0,11.4,7.8,2.0,2.1,3,False,203,10,15,542,11,825.5,45,8,225.8,761.2,2846,0,0,0,0,0,666.0,2,2020-08-13T09:27:16.924014Z,100.0,100.0,221399,238,0,,,5,Jack,6.5,False,,2021-04-04T19:30:28.727297Z,,,4.4,Harrison,,a,160,Harrison,32,11,18,14,52,30,23,15,3,10,3,295,Midfielder,MID,Midfielders,MID,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,37
271,9,False,False,1,55,1,0,0,1,0,0,0,0,0,0,1,27,44.8,21.5,33.0,9.9,7,False,271,4,22,620,12,688.4,16,13,215.7,754.6,2025,0,1,0,0,0,712.0,1,2020-08-13T09:27:17.004987Z,100.0,100.0,59859,198,0,,,0,Ilkay,3.2,False,,2021-05-18T22:00:22.727081Z,,,5.6,Gündogan,,a,157,Gündogan,34,12,30,24,47,27,26,17,3,12,3,295,Midfielder,MID,Midfielders,MID,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,37
249,10,False,False,1,80,1,0,1,0,0,0,0,0,0,0,2,40,40.4,38.5,21.0,10.0,8,False,249,8,15,615,10,604.4,39,9,268.9,700.6,2837,0,0,0,0,0,1384.0,2,2020-08-13T09:27:16.978446Z,100.0,100.0,92217,12,0,,,5,Roberto,6.4,False,,2021-03-07T17:00:21.863501Z,,,3.9,Firmino,,a,141,Firmino,40,6,40,2,7,5,9,3,4,11,4,92,Forward,FWD,Forwards,FWD,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,37
573,11,False,False,1,86,1,0,0,1,0,0,0,0,0,0,3,35,40.6,11.5,7.0,5.9,9,False,573,4,14,367,4,203.3,18,10,115.0,443.4,1364,0,0,0,0,0,513.0,4,2020-10-06T12:14:20.387246Z,100.0,100.0,40720,24,0,,,0,Edinson,4.0,False,,2021-03-07T19:00:19.949616Z,,,3.8,Cavani,,a,99,Cavani,167,19,188,30,66,27,109,25,4,13,4,92,Forward,FWD,Forwards,FWD,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,37
455,12,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,455,0,12,626,10,0.0,51,0,76.1,763.6,3330,0,0,1,0,100,0.0,1,2020-08-13T09:27:17.224565Z,100.0,100.0,38533,155,0,,,1,Rui Pedro,2.0,False,,2021-03-15T23:00:23.832306Z,,,3.6,dos Santos Patrício,,a,132,Patrício,30,11,702,76,701,74,215,11,1,20,1,80,Goalkeeper,GKP,Goalkeepers,GKP,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,37
6,13,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,6,3,21,452,7,306.6,21,13,170.3,601.8,1916,0,0,0,0,0,797.0,3,2020-08-13T09:27:16.679477Z,100.0,100.0,59966,21,0,,,1,Alexandre,0.8,False,,2021-04-18T15:30:22.440237Z,,,4.2,Lacazette,,a,129,Lacazette,69,8,133,18,38,18,50,17,4,1,4,92,Forward,FWD,Forwards,FWD,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,37
69,14,False,False,1,61,1,0,0,1,0,0,0,0,0,0,2,30,43.4,35.2,27.0,10.6,9,False,69,6,15,406,12,724.3,30,5,202.8,543.4,2602,0,0,0,0,0,759.0,2,2020-08-13T09:27:16.764073Z,100.0,100.0,116216,93,0,,,1,Leandro,3.5,False,,2020-11-07T00:00:21.373051Z,,,3.8,Trossard,,a,132,Trossard,101,35,25,21,41,22,34,22,3,3,3,295,Midfielder,MID,Midfielders,MID,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,37
497,15,False,False,1,90,0,0,0,2,0,0,0,0,0,0,0,11,12.2,1.0,0.0,1.3,1,False,497,4,7,479,6,350.2,37,2,101.7,486.6,2345,0,0,0,0,0,181.0,1,2020-09-04T11:04:04.504754Z,100.0,100.0,166477,248,0,,,0,Timothy,0.8,False,,2021-01-31T17:00:19.980756Z,,,3.5,Castagne,,a,94,Castagne,142,55,108,23,201,52,143,31,2,9,2,246,Defender,DEF,Defenders,DEF,190859,"Bottoms ""R"" Us",191312,2020-09-03T19:12:41.442538Z,Jack,Grimley,JG,,37
8,1,False,False,1,90,0,0,0,1,0,0,0,0,0,5,0,20,35.4,0.0,0.0,3.5,3,False,8,0,11,625,11,0.0,37,0,69.4,693.4,3131,1,0,1,1,86,2.0,0,2020-08-13T09:27:16.685926Z,100.0,100.0,80201,268,0,,,7,Bernd,5.2,False,,2021-02-02T20:30:22.406559Z,,,3.7,Leno,,a,131,Leno,45,14,695,74,448,5,231,15,1,1,1,80,Goalkeeper,GKP,Goalkeepers,GKP,203267,Pepe Pig,203775,2020-09-04T17:13:38.325000Z,Matt,Harmer,MH,,37
273,2,False,False,1,90,0,0,0,3,0,0,0,0,0,0,0,11,22.6,0.6,0.0,2.3,1,False,273,0,11,531,14,78.6,12,4,75.7,494.0,1933,0,0,0,1,0,186.0,0,2020-08-13T09:27:17.007314Z,100.0,100.0,97299,332,0,,,6,John,1.8,False,,2021-04-21T22:00:21.903318Z,,,5.8,Stones,,a,128,Stones,116,43,307,93,196,49,207,60,2,12,2,246,Defender,DEF,Defenders,DEF,203267,Pepe Pig,203775,2020-09-04T17:13:38.325000Z,Matt,Harmer,MH,,37
432,3,False,False,1,90,1,0,0,1,0,0,0,1,0,0,0,21,45.4,0.1,40.0,8.6,7,False,432,0,5,461,9,56.4,34,3,79.1,489.6,2492,0,0,0,0,0,244.0,5,2020-08-13T09:27:17.196834Z,100.0,100.0,40669,288,0,,,6,Angelo,3.8,False,,2021-05-03T21:30:24.138344Z,,,3.6,Ogbonna,,a,100,Ogbonna,139,53,337,112,162,27,206,59,2,19,2,246,Defender,DEF,Defenders,DEF,203267,Pepe Pig,203775,2020-09-04T17:13:38.325000Z,Matt,Harmer,MH,,37
42,4,False,False,1,90,0,0,0,1,0,0,0,0,0,0,0,16,19.4,16.4,6.0,4.2,2,False,42,4,9,710,16,595.8,44,0,137.8,657.4,3404,0,0,0,0,0,122.0,7,2020-08-13T09:27:16.731483Z,,,169359,478,0,,,5,Matt,3.2,False,,,,,3.6,Targett,,a,138,Targett,54,16,42,9,262,79,80,13,2,2,2,246,Defender,DEF,Defenders,DEF,203267,Pepe Pig,203775,2020-09-04T17:13:38.325000Z,Matt,Harmer,MH,,37
548,5,False,False,1,90,0,0,0,1,0,0,0,1,0,0,0,8,12.4,3.9,2.0,1.8,1,False,548,3,11,548,9,412.9,45,1,130.7,595.2,2983,1,0,0,0,0,297.0,5,2020-09-24T12:04:19.484198Z,,,200402,166,0,,,8,Nélson,2.5,False,,,,,3.2,Cabral Semedo,,a,109,Semedo,72,26,82,18,135,16,85,14,2,20,2,246,Defender,DEF,Defenders,DEF,203267,Pepe Pig,203775,2020-09-04T17:13:38.325000Z,Matt,Harmer,MH,,37
228,6,False,False,1,90,0,0,0,2,0,0,0,0,0,0,0,12,28.4,17.3,2.0,4.8,2,False,228,4,11,633,11,788.2,50,6,209.1,840.4,3356,0,0,0,0,0,462.0,6,2020-08-13T09:27:16.954148Z,,,166989,57,0,,,2,Youri,2.8,False,,,,,3.5,Tielemans,,a,133,Tielemans,16,6,21,17,76,44,29,20,3,9,3,295,Midfielder,MID,Midfielders,MID,203267,Pepe Pig,203775,2020-09-04T17:13:38.325000Z,Matt,Harmer,MH,,37
571,7,False,False,1,90,0,0,1,0,0,0,0,0,0,0,0,5,10.2,21.8,22.0,5.4,3,False,571,10,11,489,9,889.3,34,6,251.3,719.6,2358,0,0,0,0,0,902.0,3,2020-10-06T12:14:17.743177Z,100.0,100.0,219961,147,0,,,5,Raphael,4.5,False,,2021-04-10T19:00:27.622255Z,,,4.4,Dias Belloli,,a,133,Raphinha,43,15,13,9,29,15,15,10,3,10,3,295,Midfielder,MID,Midfielders,MID,203267,Pepe Pig,203775,2020-09-04T17:13:38.325000Z,Matt,Harmer,MH,,37
394,8,False,False,1,90,0,0,0,2,0,0,0,0,0,0,0,10,12.2,18.5,22.0,5.3,2,False,394,2,0,101,3,132.1,9,0,39.9,103.4,613,0,0,0,0,0,165.0,0,2020-08-13T09:27:17.150901Z,100.0,100.0,108823,25,0,,,2,Bamidele,3.0,False,,2021-01-22T16:30:27.033912Z,,,2.0,Alli,,a,30,Alli,372,160,237,144,215,111,324,144,3,17,3,295,Midfielder,MID,Midfielders,MID,203267,Pepe Pig,203775,2020-09-04T17:13:38.325000Z,Matt,Harmer,MH,,37
117,9,False,False,1,90,0,1,0,1,0,0,0,0,0,0,0,11,1.6,12.0,59.0,7.3,5,False,117,12,7,394,13,490.2,29,6,224.5,506.6,2598,0,0,0,0,0,1246.0,2,2020-08-13T09:27:16.821447Z,100.0,100.0,165153,14,0,,,1,Timo,2.8,False,,2021-02-07T23:00:21.605405Z,,,3.7,Werner,,a,128,Werner,119,15,53,4,10,7,20,7,4,5,4,92,Forward,FWD,Forwards,FWD,203267,Pepe Pig,203775,2020-09-04T17:13:38.325000Z,Matt,Harmer,MH,,37
224,10,False,False,1,90,0,0,0,2,0,0,0,0,0,0,0,7,4.2,3.1,24.0,3.1,2,False,224,14,23,649,8,356.6,44,15,248.3,819.2,2838,0,1,0,0,0,1306.0,1,2020-08-13T09:27:16.949470Z,100.0,100.0,101668,9,0,,,13,Jamie,5.5,True,,2021-01-22T14:30:26.590916Z,,,5.5,Vardy,,a,187,Vardy,18,3,104,12,9,6,17,6,4,9,4,92,Forward,FWD,Forwards,FWD,203267,Pepe Pig,203775,2020-09-04T17:13:38.325000Z,Matt,Harmer,MH,,37
202,11,False,False,1,90,1,1,1,0,0,0,0,0,0,0,3,43,51.0,10.8,91.0,15.3,12,True,202,11,26,631,10,371.0,50,17,274.6,867.2,3052,0,0,0,0,0,1512.0,3,2020-08-13T09:27:16.922837Z,100.0,100.0,106617,237,0,,,6,Patrick,7.0,True,,2021-03-13T16:00:21.756513Z,,,5.1,Bamford,,a,194,Bamford,13,2,99,10,5,3,10,4,4,10,4,92,Forward,FWD,Forwards,FWD,203267,Pepe Pig,203775,2020-09-04T17:13:38.325000Z,Matt,Harmer,MH,,37
12,12,False,False,1,90,0,0,0,1,0,0,0,0,0,3,0,15,26.0,0.0,0.0,2.6,3,False,12,0,27,825,15,20.0,46,0,104.3,1025.6,3420,0,0,1,0,142,0.0,1,2020-08-13T09:27:16.693755Z,,,98980,520,0,,,3,Emiliano,4.0,True,,,,,4.9,Martínez,,a,186,Martínez,4,2,390,2,703,76,121,2,1,2,1,80,Goalkeeper,GKP,Goalkeepers,GKP,203267,Pepe Pig,203775,2020-09-04T17:13:38.325000Z,Matt,Harmer,MH,,37
272,13,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,272,12,19,566,12,1077.8,17,6,265.5,687.2,1995,0,1,0,0,0,888.0,1,2020-08-13T09:27:17.006137Z,100.0,100.0,61366,4,0,,,13,Kevin,3.2,False,,2021-05-08T21:30:21.721412Z,,,5.6,De Bruyne,,a,141,De Bruyne,31,10,4,3,28,14,8,6,3,12,3,295,Midfielder,MID,Midfielders,MID,203267,Pepe Pig,203775,2020-09-04T17:13:38.325000Z,Matt,Harmer,MH,,37
506,14,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,506,5,11,432,5,585.6,27,6,148.7,499.2,1763,0,0,0,0,0,399.0,4,2020-09-08T11:00:49.649762Z,100.0,0.0,60025,35,0,,,0,James,0.2,False,,2021-05-21T13:00:23.064744Z,,,4.4,Rodríguez,,a,101,Rodríguez,132,48,44,32,95,55,72,44,3,7,3,295,Midfielder,MID,Midfielders,MID,203267,Pepe Pig,203775,2020-09-04T17:13:38.325000Z,Matt,Harmer,MH,,37
134,15,False,False,1,90,0,0,0,3,0,0,0,0,0,0,0,9,13.4,1.2,0.0,1.5,1,False,134,1,6,353,7,117.6,43,0,49.9,353.6,2255,0,0,0,0,0,28.0,5,2020-08-13T09:27:16.841931Z,100.0,100.0,55494,481,0,,,1,Joel,1.6,False,,2021-02-05T14:00:21.130904Z,,,2.5,Ward,,a,66,Ward,201,80,246,63,380,141,287,96,2,6,2,246,Defender,DEF,Defenders,DEF,203267,Pepe Pig,203775,2020-09-04T17:13:38.325000Z,Matt,Harmer,MH,,37
326,1,False,False,1,90,0,0,1,0,0,0,0,0,0,1,1,28,13.0,0.0,0.0,1.3,7,False,326,0,6,255,3,0.0,19,0,34.6,346.8,1170,0,0,0,0,45,0.0,0,2020-08-13T09:27:17.070098Z,100.0,75.0,67089,260,0,,,7,Martin,4.2,False,,2021-05-19T21:00:29.328766Z,,,3.7,Dubravka,,a,48,Dubravka,218,21,677,70,670,67,342,21,1,14,1,80,Goalkeeper,GKP,Goalkeepers,GKP,206059,Matip of my Willian,206591,2020-09-04T20:26:41.423394Z,Mark,Longmire,ML,,37
563,2,False,False,1,90,0,0,1,0,0,0,0,0,0,0,0,24,16.2,11.1,8.0,3.5,6,False,563,2,7,537,11,84.0,35,0,83.5,597.6,2683,1,0,0,0,0,152.0,4,2020-10-05T12:01:44.348493Z,100.0,100.0,198826,255,0,,,0,Ben,5.2,False,,2021-04-01T11:00:27.922226Z,,,3.2,Godfrey,,a,100,Godfrey,66,23,300,88,237,66,191,50,2,7,2,246,Defender,DEF,Defenders,DEF,206059,Matip of my Willian,206591,2020-09-04T20:26:41.423394Z,Mark,Longmire,ML,,37
313,3,False,False,1,90,0,0,0,1,0,0,0,0,0,0,0,15,17.8,32.5,2.0,5.2,2,False,313,5,11,729,13,498.2,36,2,144.1,785.4,3060,0,0,0,0,0,159.0,3,2020-08-13T09:27:17.054555Z,100.0,100.0,214590,165,0,,,0,Aaron,2.0,False,,2020-12-22T16:30:17.008855Z,,,4.2,Wan-Bissaka,,a,144,Wan-Bissaka,25,5,58,11,224,60,77,11,2,13,2,246,Defender,DEF,Defenders,DEF,206059,Matip of my Willian,206591,2020-09-04T20:26:41.423394Z,Mark,Longmire,ML,,37
558,4,False,False,1,90,0,0,0,1,0,0,0,0,0,0,0,11,21.4,25.8,19.0,6.6,2,False,558,9,12,625,9,671.2,43,0,158.8,694.0,3054,0,0,0,0,0,220.0,3,2020-10-02T13:01:49.989692Z,,,164555,457,0,,,10,Vladimir,4.0,False,,,,,3.8,Coufal,,a,128,Coufal,50,12,33,8,177,36,61,9,2,19,2,246,Defender,DEF,Defenders,DEF,206059,Matip of my Willian,206591,2020-09-04T20:26:41.423394Z,Mark,Longmire,ML,,37
323,5,False,False,1,90,0,0,1,0,0,0,0,0,0,0,2,29,28.6,10.3,17.0,5.6,8,False,323,0,6,376,5,91.3,38,0,67.2,519.0,2080,1,0,0,0,0,64.0,4,2020-08-13T09:27:17.066445Z,100.0,100.0,57145,275,0,,,6,Federico,3.8,False,,2021-04-04T17:00:21.042211Z,,,2.2,Fernández,,a,53,Fernández,114,41,284,78,335,114,241,78,2,14,2,246,Defender,DEF,Defenders,DEF,206059,Matip of my Willian,206591,2020-09-04T20:26:41.423394Z,Mark,Longmire,ML,,37
555,6,False,False,1,90,0,0,0,3,0,0,0,0,0,0,0,13,24.8,0.3,6.0,3.1,1,False,555,1,12,656,17,90.3,21,1,92.2,630.2,2843,1,0,0,0,0,199.0,4,2020-09-30T13:04:48.906255Z,100.0,100.0,171314,145,0,,,5,Rúben Santos,1.8,False,,2021-02-10T21:30:21.731195Z,,,4.4,Gato Alves Dias,,a,142,Dias,61,21,285,79,179,38,155,37,2,12,2,246,Defender,DEF,Defenders,DEF,206059,Matip of my Willian,206591,2020-09-04T20:26:41.423394Z,Mark,Longmire,ML,,37
254,7,False,False,1,90,0,0,1,0,0,0,0,0,0,0,0,-1,1.2,27.3,40.0,6.9,3,False,254,6,21,657,11,798.3,41,22,369.6,1033.4,3077,0,0,0,0,0,1868.0,0,2020-08-13T09:27:16.984541Z,100.0,100.0,118748,1,0,,,6,Mohamed,6.4,True,,2020-11-13T15:30:16.171973Z,,,6.2,Salah,,a,231,Salah,5,2,17,13,1,1,2,2,3,11,3,295,Midfielder,MID,Midfielders,MID,206059,Matip of my Willian,206591,2020-09-04T20:26:41.423394Z,Mark,Longmire,ML,,37
315,8,False,False,1,82,0,0,0,1,0,0,0,0,0,0,0,1,3.8,3.8,39.0,4.7,2,False,315,2,9,318,7,278.7,23,7,152.7,370.8,1813,0,0,0,0,0,881.0,2,2020-08-13T09:27:17.056912Z,100.0,100.0,220688,33,0,,,0,Mason,4.2,False,,2021-03-23T15:30:21.588232Z,,,3.4,Greenwood,,a,106,Greenwood,198,78,144,95,31,17,67,39,3,13,3,295,Midfielder,MID,Midfielders,MID,206059,Matip of my Willian,206591,2020-09-04T20:26:41.423394Z,Mark,Longmire,ML,,37
370,9,False,False,1,90,0,0,0,2,0,0,0,0,0,0,0,14,18.8,30.5,17.0,6.6,2,False,370,7,17,772,9,971.2,68,8,226.3,937.8,3420,0,1,0,0,0,355.0,5,2020-08-13T09:27:17.122414Z,100.0,100.0,101178,90,0,,,2,James,2.8,False,,2021-04-02T11:00:24.090128Z,,,4.1,Ward-Prowse,,a,156,Ward-Prowse,9,4,11,8,107,63,22,14,3,16,3,295,Midfielder,MID,Midfielders,MID,206059,Matip of my Willian,206591,2020-09-04T20:26:41.423394Z,Mark,Longmire,ML,,37
91,10,False,False,1,90,0,0,0,3,0,0,0,0,0,0,0,-1,5.0,22.8,45.0,7.3,2,False,91,3,16,395,9,321.6,43,12,199.4,595.2,2741,0,0,0,0,0,1085.0,0,2020-08-13T09:27:16.790244Z,100.0,100.0,60689,53,0,,,2,Chris,3.0,False,,2021-01-31T17:30:27.524314Z,,,4.2,Wood,,a,138,Wood,71,9,120,15,13,9,32,9,4,4,4,92,Forward,FWD,Forwards,FWD,206059,Matip of my Willian,206591,2020-09-04T20:26:41.423394Z,Mark,Longmire,ML,,37
340,11,False,False,1,45,0,0,0,0,0,0,0,0,0,0,0,-1,0.2,1.8,22.0,2.4,1,False,340,2,5,258,3,250.1,36,4,122.2,357.0,1979,0,0,0,0,0,612.0,3,2020-08-13T09:27:17.086721Z,100.0,75.0,180974,103,0,,,0,Joelinton Cássio,2.0,False,,2021-05-19T21:00:29.385809Z,,,2.4,Apolinário de Lira,,a,74,Joelinton,210,23,164,24,57,24,99,23,4,14,4,92,Forward,FWD,Forwards,FWD,206059,Matip of my Willian,206591,2020-09-04T20:26:41.423394Z,Mark,Longmire,ML,,37
217,12,False,False,1,90,0,0,0,2,0,0,0,0,0,4,0,17,36.6,0.0,0.0,3.7,2,False,217,0,6,631,11,0.0,50,0,76.9,769.0,3420,1,0,0,0,88,0.0,0,2020-08-13T09:27:16.941056Z,100.0,100.0,17745,151,0,,,-2,Kasper,0.5,False,,2020-11-15T22:30:17.730436Z,,,3.4,Schmeichel,,a,128,Schmeichel,29,10,705,79,705,78,213,10,1,9,1,80,Goalkeeper,GKP,Goalkeepers,GKP,206059,Matip of my Willian,206591,2020-09-04T20:26:41.423394Z,Mark,Longmire,ML,,37
501,13,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,501,6,3,268,8,306.0,15,4,110.3,325.0,1512,0,0,0,0,0,476.0,2,2020-09-06T11:01:21.791891Z,100.0,75.0,219847,22,0,,,1,Kai,0.8,False,,2021-05-18T22:00:23.318560Z,,,3.4,Havertz,,a,91,Havertz,224,93,132,88,65,37,113,66,3,5,3,295,Midfielder,MID,Midfielders,MID,206059,Matip of my Willian,206591,2020-09-04T20:26:41.423394Z,Mark,Longmire,ML,,37
20,14,False,False,1,84,1,0,1,0,0,0,0,0,0,0,3,33,56.6,22.7,48.0,12.7,11,True,20,0,5,254,4,137.2,18,8,97.3,436.6,1210,0,1,0,0,0,401.0,1,2020-08-13T09:27:16.706020Z,100.0,100.0,200089,320,0,,,8,Joseph,8.0,False,,2021-04-24T14:00:26.495572Z,,,3.8,Willock,,a,79,Willock,172,65,227,137,92,53,152,86,3,14,3,295,Midfielder,MID,Midfielders,MID,206059,Matip of my Willian,206591,2020-09-04T20:26:41.423394Z,Mark,Longmire,ML,,37
140,15,False,False,1,11,0,0,0,2,0,0,0,0,0,0,0,2,2.2,1.5,33.0,3.7,1,False,140,4,2,216,6,236.0,42,1,95.7,271.8,2086,0,0,0,0,0,451.0,4,2020-08-13T09:27:16.849015Z,100.0,100.0,80146,82,0,,,1,Jordan,0.8,False,,2020-10-18T17:30:11.950512Z,,,2.1,Ayew,,a,70,Ayew,243,26,173,26,79,31,154,28,4,6,4,92,Forward,FWD,Forwards,FWD,206059,Matip of my Willian,206591,2020-09-04T20:26:41.423394Z,Mark,Longmire,ML,,37
547,1,False,False,1,45,0,0,0,1,0,0,0,0,0,1,0,6,0.0,0.0,0.0,0.0,1,False,547,0,8,613,16,0.0,25,0,46.3,461.6,2745,0,0,1,0,57,0.0,2,2020-09-24T12:04:18.412121Z,100.0,100.0,228286,271,0,,,1,Edouard,3.2,False,,2020-10-09T00:00:14.848511Z,,,4.5,Mendy,,a,140,Mendy,153,19,704,78,704,77,298,19,1,5,1,80,Goalkeeper,GKP,Goalkeepers,GKP,164273,Boom Xhaka Laka,164651,2020-09-01T18:27:43.454935Z,Jack,Chandler,JC,,38
259,2,False,False,1,90,0,0,1,0,0,0,0,1,0,0,0,17,0.0,0.0,0.0,0.0,5,False,259,8,26,761,10,1198.7,40,2,250.7,785.2,3029,0,0,0,0,0,524.0,2,2020-08-13T09:27:16.990455Z,100.0,100.0,169187,30,0,,,5,Trent,6.6,True,,2020-11-08T18:30:19.053913Z,,,4.4,Alexander-Arnold,,a,160,Alexander-Arnold,24,4,3,1,63,1,14,1,2,11,2,246,Defender,DEF,Defenders,DEF,164273,Boom Xhaka Laka,164651,2020-09-01T18:27:43.454935Z,Jack,Chandler,JC,,38
459,3,False,False,1,90,0,0,0,2,0,0,0,0,0,0,0,14,13.2,0.7,0.0,1.4,1,False,459,0,7,606,10,40.1,51,1,82.0,692.2,3303,0,0,0,0,0,85.0,5,2020-08-13T09:27:17.228887Z,100.0,100.0,94147,265,0,,,1,Conor,1.2,False,,2020-11-13T02:00:22.377295Z,,,2.9,Coady,,a,106,Coady,51,13,351,123,304,100,199,55,2,20,2,246,Defender,DEF,Defenders,DEF,164273,Boom Xhaka Laka,164651,2020-09-01T18:27:43.454935Z,Jack,Chandler,JC,,38
333,4,False,False,1,72,0,0,1,0,0,0,0,0,0,0,0,20,16.4,0.4,0.0,1.7,6,False,333,1,0,222,5,87.7,27,1,41.9,243.6,1286,0,0,0,0,0,88.0,4,2020-08-13T09:27:17.078362Z,100.0,100.0,111773,517,0,,,6,Emil,4.5,False,,2021-02-27T23:00:25.614989Z,,,2.8,Krafth,,a,45,Krafth,270,105,293,84,297,97,317,109,2,14,2,246,Defender,DEF,Defenders,DEF,164273,Boom Xhaka Laka,164651,2020-09-01T18:27:43.454935Z,Jack,Chandler,JC,,38
306,5,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,306,11,9,535,12,682.1,39,11,260.3,793.2,2917,0,0,0,0,0,1127.0,4,2020-08-13T09:27:17.046208Z,100.0,100.0,176297,10,0,,,0,Marcus,2.8,False,,2021-04-23T13:30:19.821497Z,,,4.7,Rashford,,a,174,Rashford,23,8,31,25,14,5,12,8,3,13,3,295,Midfielder,MID,Midfielders,MID,164273,Boom Xhaka Laka,164651,2020-09-01T18:27:43.454935Z,Jack,Chandler,JC,,38
